,ID,Label,Hemi,x,y,z,n_vertices
198,199,LH_TempPar_5,L,-54.366158,-54.316513,7.5296636,52
199,200,LH_TempPar_6,L,-57.867653,-49.44151,12.618891,42
200,1,RH_VisCent_ExStr_1,R,34.06312,-56.994644,-19.46216,30
201,2,RH_VisCent_ExStr_2,R,34.748165,-75.28039,-15.685086,40
202,3,RH_VisCent_ExStr_3,R,22.521038,-75.43032,-10.765593,57
203,4,RH_VisCent_ExStr_4,R,20.49917,-89.32645,-11.476412,33
204,5,RH_VisCent_ExStr_5,R,41.85296,-86.05812,-11.043852,27
205,6,RH_VisCent_ExStr_6,R,24.887823,-97.93224,-10.191216,59
206,7,RH_VisCent_Striate_1,R,9.087305,-93.63508,-0.84643555,88
207,8,RH_VisCent_ExStr_7,R,32.652996,-88.759094,4.0397344,50
208,9,RH_VisCent_ExStr_8,R,21.856575,-100.06916,7.0942974,31
209,10,RH_VisCent_ExStr_9,R,41.09133,-81.28364,11.831384,53
210,11,RH_VisCent_ExStr_10,R,11.843185,-93.777626,16.787027,40
211,12,RH_VisCent_ExStr_11,R,25.557224,-86.5671,18.34557,53
212,13,RH_VisPeri_ExStrInf_1,R,27.215597,-54.791702,-9.590082,65
213,14,RH_VisPeri_ExStrInf_2,R,17.813183,-36.781902,-10.878423,26
214,15,RH_VisPeri_ExStrInf_3,R,7.651219,-74.35915,-4.1661596,34
215,16,RH_VisPeri_ExStrInf_4,R,10.706615,-57.108856,-3.0040977,41
216,17,RH_VisPeri_ExStrInf_5,R,17.574596,-46.917023,-2.7627978,46
217,18,RH_VisPeri_StriCal_1,R,9.355885,-74.765724,8.378121,82
218,19,RH_VisPeri_StriCal_2,R,22.028574,-62.46577,4.989812,61
219,20,RH_VisPeri_ExStrSup_1,R,15.939223,-67.25286,18.228254,42
220,21,RH_VisPeri_ExStrSup_2,R,3.5475428,-81.26971,21.148602,38
221,22,RH_VisPeri_ExStrSup_3,R,14.538102,-77.62458,32.928806,37
222,23,RH_VisPeri_ExStrSup_4,R,15.613038,-86.711815,35.546646,48
223,24,RH_SomMotA_1,R,51.870106,-21.835707,41.032135,40
224,25,RH_SomMotA_2,R,49.94461,-15.444904,48.08819,38
225,26,RH_SomMotA_3,R,41.014874,-12.98453,46.386436,47
226,27,RH_SomMotA_4,R,46.26342,-28.417612,54.162502,54
227,28,RH_SomMotA_5,R,7.4711227,-9.215751,49.394608,45
228,29,RH_SomMotA_6,R,38.783993,-22.712982,51.741657,47
229,30,RH_SomMotA_7,R,35.3558,-19.322151,60.030224,71
230,31,RH_SomMotA_8,R,31.14027,-36.660347,60.243855,42
231,32,RH_SomMotA_9,R,29.476679,-42.38191,58.7563,44
232,33,RH_SomMotA_10,R,31.781805,-28.24297,58.326324,37
233,34,RH_SomMotA_11,R,3.7043173,-25.287582,57.223286,42
234,35,RH_SomMotA_12,R,28.154497,-11.5558195,61.216278,51
235,36,RH_SomMotA_13,R,8.892717,-41.73802,66.393745,63
236,37,RH_SomMotA_14,R,20.550169,-26.211287,61.526173,35
237,38,RH_SomMotA_15,R,21.201523,-30.08659,63.241833,40
238,39,RH_SomMotA_16,R,21.122284,-37.62923,66.46817,40
239,40,RH_SomMotA_17,R,15.320099,-9.550183,67.16292,29
240,41,RH_SomMotA_18,R,3.7353208,-24.347792,70.39989,62
241,42,RH_SomMotA_19,R,14.947034,-22.282633,70.774414,51
242,43,RH_SomMotA_20,R,10.369704,-34.18448,72.788475,37
243,44,RH_SomMotB_Aud_1,R,54.230328,-1.9665561,-5.292817,61
244,45,RH_SomMotB_Aud_2,R,53.726433,-17.543884,6.5111914,64
245,46,RH_SomMotB_Ins_1,R,40.267532,-20.693275,3.7392297,44
246,47,RH_SomMotB_S2_1,R,38.441708,-9.432691,13.737004,35
247,48,RH_SomMotB_S2_2,R,35.735256,-23.513315,13.894324,39
248,49,RH_SomMotB_Aud_3,R,60.492977,-27.567852,10.150949,46
249,50,RH_SomMotB_S2_3,R,39.971542,-14.9418125,17.650766,31
250,51,RH_SomMotB_S2_4,R,40.515198,-30.973621,17.084362,55
251,52,RH_SomMotB_S2_5,R,49.337265,-14.78004,14.45186,34
252,53,RH_SomMotB_S2_6,R,59.35006,-2.3316462,9.661742,49
253,54,RH_SomMotB_S2_7,R,47.76105,-25.324993,17.153894,23
254,55,RH_SomMotB_S2_8,R,62.580845,-15.474674,16.164465,35
255,56,RH_SomMotB_Cent_1,R,60.12574,4.694209,31.36316,20
256,57,RH_SomMotB_Cent_2,R,56.55344,-8.438351,28.135221,120
257,58,RH_SomMotB_Cent_3,R,47.6118,-10.170219,36.204636,53
258,59,RH_DorsAttnA_TempOcc_1,R,34.30952,-38.434822,-24.379864,41
259,60,RH_DorsAttnA_TempOcc_2,R,46.7388,-53.39765,-17.403141,82
260,61,RH_DorsAttnA_TempOcc_3,R,47.760586,-68.42522,-9.063285,59
261,62,RH_DorsAttnA_ParOcc_1,R,46.56439,-70.19685,4.5305705,70
262,63,RH_DorsAttnA_ParOcc_2,R,49.21091,-60.27178,9.627558,48
263,64,RH_DorsAttnA_ParOcc_3,R,32.749897,-77.698715,21.951202,40
264,65,RH_DorsAttnA_SPL_1,R,25.787569,-75.41478,35.018375,27
265,66,RH_DorsAttnA_SPL_2,R,28.551575,-66.08016,32.108868,36
266,67,RH_DorsAttnA_SPL_3,R,16.211779,-76.29178,46.12876,22
267,68,RH_DorsAttnA_SPL_4,R,27.445177,-61.964836,46.567463,26
268,69,RH_DorsAttnA_SPL_5,R,18.710783,-67.88389,50.474297,50
269,70,RH_DorsAttnA_SPL_6,R,32.51032,-52.96004,49.87233,51
270,71,RH_DorsAttnA_SPL_7,R,25.357592,-58.84681,56.965595,53
271,72,RH_DorsAttnA_SPL_8,R,11.194635,-63.34682,63.020958,33
272,73,RH_DorsAttnB_TempOcc_1,R,56.70575,-57.463795,-2.3447227,37
273,74,RH_DorsAttnB_PostC_1,R,59.007572,-18.928053,32.249214,52
274,75,RH_DorsAttnB_PostC_2,R,53.293957,-27.581476,43.137096,31
275,76,RH_DorsAttnB_PostC_3,R,36.926823,-40.987923,38.35927,32
276,77,RH_DorsAttnB_PostC_4,R,41.4703,-30.982063,41.344166,46
277,78,RH_DorsAttnB_PostC_5,R,33.525043,-39.164074,46.468864,62
278,79,RH_DorsAttnB_PostC_6,R,5.554807,-54.29982,58.785,60
279,80,RH_DorsAttnB_PostC_7,R,23.583899,-50.898468,63.759716,55
280,81,RH_DorsAttnB_PostC_8,R,13.674084,-49.2547,69.95387,41
281,82,RH_DorsAttnB_FEF_1,R,38.69457,-3.5625367,50.978405,58
282,83,RH_DorsAttnB_FEF_2,R,26.502033,-3.3230839,49.95593,43
283,84,RH_DorsAttnB_FEF_3,R,23.016224,-4.401929,60.3673,29
284,85,RH_SalVentAttnA_ParOper_1,R,54.92017,-34.46416,23.105042,71
285,86,RH_SalVentAttnA_ParOper_2,R,58.183975,-25.822678,25.022467,43
286,87,RH_SalVentAttnA_ParOper_3,R,59.885597,-32.41591,36.348465,57
287,88,RH_SalVentAttnA_PrC_1,R,47.880787,2.3615954,39.578968,43
288,89,RH_SalVentAttnA_Ins_1,R,42.096573,1.8010658,-16.15836,65
289,90,RH_SalVentAttnA_Ins_2,R,41.14213,8.490834,-2.449446,31
290,91,RH_SalVentAttnA_Ins_3,R,41.55921,-13.1422205,-5.453725,57
291,92,RH_SalVentAttnA_Ins_4,R,39.423065,-0.15485317,5.8094735,31
292,93,RH_SalVentAttnA_FrOper_1,R,37.676353,3.8756104,11.363753,44
293,94,RH_SalVentAttnA_FrOper_2,R,49.665997,2.7739608,3.7358081,47
294,95,RH_SalVentAttnA_FrOper_3,R,53.594074,9.951135,12.337916,45
295,96,RH_SalVentAttnA_FrMed_1,R,7.316379,0.258354,43.273823,55
296,97,RH_SalVentAttnA_ParMed_1,R,11.014633,-16.607159,42.30761,37
297,98,RH_SalVentAttnA_ParMed_2,R,12.764322,-33.351215,42.077217,60
298,99,RH_SalVentAttnA_FrMed_2,R,5.8543963,9.70569,54.33479,33
299,100,RH_SalVentAttnA_ParMed_3,R,11.902884,-44.24215,52.923763,46
300,101,RH_SalVentAttnA_ParMed_4,R,11.03162,-32.48197,47.784973,43
301,102,RH_SalVentAttnA_FrMed_3,R,5.970223,-3.0145237,64.948906,48
302,103,RH_SalVentAttnA_FrMed_4,R,16.034939,5.2934175,67.55251,31
303,104,RH_SalVentAttnB_IPL_1,R,58.352737,-43.356888,33.79362,53
304,105,RH_SalVentAttnB_PFClv_1,R,46.69753,36.49346,5.0538473,36
305,106,RH_SalVentAttnB_PFCl_1,R,40.58283,42.823547,15.367118,57
306,107,RH_SalVentAttnB_PFCl_2,R,26.05465,49.772835,22.133976,39
307,108,RH_SalVentAttnB_PFCl_3,R,32.489967,39.952396,26.395063,67
308,109,RH_SalVentAttnB_Ins_1,R,34.179844,21.687567,-7.209512,44
309,110,RH_SalVentAttnB_Ins_2,R,36.23348,21.03032,5.4020987,89
310,111,RH_SalVentAttnB_PFCmp_1,R,8.777622,33.421204,25.039474,57
311,112,RH_SalVentAttnB_PFCmp_2,R,7.523121,17.327412,36.10928,87
312,113,RH_LimbicB_OFC_1,R,13.643473,19.651638,-21.578148,61
313,114,RH_LimbicB_OFC_2,R,23.253677,21.36412,-21.35881,48
314,115,RH_LimbicB_OFC_3,R,8.484163,42.197437,-24.772705,60
315,116,RH_LimbicB_OFC_4,R,21.371416,40.752914,-19.593311,26
316,117,RH_LimbicB_OFC_5,R,4.3688154,20.728258,-23.053057,43
317,118,RH_LimbicB_OFC_6,R,9.289907,60.215015,-15.483166,38
318,119,RH_LimbicA_TempPole_1,R,28.624386,-4.525201,-38.77534,76
319,120,RH_LimbicA_TempPole_2,R,49.919796,-10.016856,-40.238728,48
320,121,RH_LimbicA_TempPole_3,R,39.320976,12.775929,-37.637234,47
321,122,RH_LimbicA_TempPole_4,R,40.1632,-17.61516,-29.765963,58
322,123,RH_LimbicA_TempPole_5,R,29.884468,9.358723,-29.028124,51
323,124,RH_LimbicA_TempPole_6,R,49.06068,-31.35449,-27.46568,56
324,125,RH_ContA_IPS_1,R,32.74683,-68.313545,42.32427,35
325,126,RH_ContA_IPS_2,R,48.990902,-38.907875,44.848118,39
326,127,RH_ContA_IPS_3,R,43.62782,-47.744747,40.73172,33
327,128,RH_ContA_IPS_4,R,33.842934,-48.432476,41.486755,35
328,129,RH_ContA_PFCd_1,R,24.490543,8.320822,54.24687,52
329,130,RH_ContA_PFCl_1,R,45.89958,29.411594,16.681282,33
330,131,RH_ContA_PFCl_2,R,44.08986,18.932537,22.63441,45
331,132,RH_ContA_PFCl_3,R,47.235474,27.722544,27.627707,41
332,133,RH_ContA_PFCl_4,R,46.674583,7.258964,24.96368,65
333,134,RH_ContA_PFCl_5,R,36.58855,11.740505,30.515018,36
334,135,RH_ContA_Cingm_1,R,3.4431176,1.4277405,31.108105,35
335,136,RH_ContB_Temp_1,R,60.035816,-33.856525,-21.404562,64
336,137,RH_ContB_Temp_2,R,61.516663,-45.838833,-11.343998,45
337,138,RH_ContB_IPL_1,R,54.20821,-51.111233,26.855597,39
338,139,RH_ContB_IPL_2,R,51.569645,-56.494175,41.621983,42
339,140,RH_ContB_IPL_3,R,52.44397,-46.93045,40.252663,32
340,141,RH_ContB_IPL_4,R,38.575138,-57.46883,44.49919,51
341,142,RH_ContB_PFCld_1,R,37.16803,30.648645,36.987392,46
342,143,RH_ContB_PFCld_2,R,41.30549,20.354437,40.311626,47
343,144,RH_ContB_PFCld_3,R,41.04758,7.5686026,47.022022,29
344,145,RH_ContB_PFCld_4,R,33.855877,16.072412,52.64151,50
345,146,RH_ContB_PFClv_1,R,33.78287,36.14915,-12.750149,36
346,147,RH_ContB_PFClv_2,R,28.170166,52.6021,-13.642596,40
347,148,RH_ContB_PFClv_3,R,43.02972,47.813637,-4.7595673,50
348,149,RH_ContB_PFClv_4,R,28.464222,55.07442,2.65613,89
349,150,RH_ContB_PFCmp_1,R,4.6346803,26.349789,47.023888,41
350,151,RH_ContC_pCun_1,R,15.516661,-65.33341,27.007423,21
351,152,RH_ContC_pCun_2,R,12.518261,-71.21234,36.80155,42
352,153,RH_ContC_pCun_3,R,5.119562,-62.778202,43.718155,44
353,154,RH_ContC_pCun_4,R,6.1513534,-49.689877,45.25129,37
354,155,RH_ContC_pCun_5,R,6.088998,-70.208984,51.547806,36
355,156,RH_ContC_Cingp_1,R,4.7028046,-43.565487,21.254128,22
356,157,RH_ContC_Cingp_2,R,4.2063136,-24.070122,29.279022,52
357,158,RH_DefaultA_Temp_1,R,61.55994,-12.770526,-24.416656,51
358,159,RH_DefaultA_IPL_1,R,49.03878,-58.08903,24.539062,64
359,160,RH_DefaultA_IPL_2,R,44.55018,-67.47487,39.621243,52
360,161,RH_DefaultA_PFCd_1,R,25.129787,31.795912,39.181087,69
361,162,RH_DefaultA_PFCd_2,R,23.44599,21.154007,49.25263,46
362,163,RH_DefaultA_pCunPCC_1,R,4.515096,-52.05686,24.832647,57
363,164,RH_DefaultA_pCunPCC_2,R,3.6327326,-63.400856,31.415535,34
364,165,RH_DefaultA_pCunPCC_3,R,5.046504,-39.89132,36.334236,56
365,166,RH_DefaultA_pCunPCC_4,R,2.2920024,-19.576702,39.897667,30
366,167,RH_DefaultA_pCunPCC_5,R,10.745138,-52.006416,36.695866,33
367,168,RH_DefaultA_PFCm_1,R,5.048373,36.768623,-10.434948,92
368,169,RH_DefaultA_PFCm_2,R,9.336287,64.98399,0.52469057,31
369,170,RH_DefaultA_PFCm_3,R,8.336938,41.18656,4.6329103,58
370,171,RH_DefaultA_PFCm_4,R,7.910404,50.945618,12.896693,61
371,172,RH_DefaultA_PFCm_5,R,17.52242,62.272793,16.427778,39
372,173,RH_DefaultA_PFCm_6,R,4.061873,22.924356,20.589039,37
373,174,RH_DefaultB_Temp_1,R,62.73998,-28.107998,-8.684834,40
374,175,RH_DefaultB_Temp_2,R,62.407307,-41.36171,-1.1144897,27
375,176,RH_DefaultB_AntTemp_1,R,52.357365,3.8179157,-31.358223,52
376,177,RH_DefaultB_PFCd_1,R,6.1771793,55.579765,30.03385,33
377,178,RH_DefaultB_PFCd_2,R,18.405176,49.845367,34.27301,37
378,179,RH_DefaultB_PFCd_3,R,4.730059,42.215626,37.618515,31
379,180,RH_DefaultB_PFCd_4,R,12.654508,38.42743,51.2073,53
380,181,RH_DefaultB_PFCd_5,R,12.412838,18.992117,62.186443,49
381,182,RH_DefaultB_PFCv_1,R,34.102734,20.862692,-17.943825,56
382,183,RH_DefaultB_PFCv_2,R,48.03418,31.308186,-6.552267,57
383,184,RH_DefaultB_PFCv_3,R,52.8268,22.992937,7.820615,50
384,185,RH_DefaultC_IPL_1,R,42.54509,-66.64198,19.624046,42
385,186,RH_DefaultC_IPL_2,R,40.14807,-78.256615,30.963486,38
386,187,RH_DefaultC_Rsp_1,R,13.143535,-48.572075,2.0435889,26
387,188,RH_DefaultC_Rsp_2,R,11.030832,-56.519066,13.00851,80
388,189,RH_DefaultC_PHC_1,R,22.441269,-21.781012,-24.834324,49
389,190,RH_DefaultC_PHC_2,R,32.00894,-35.49818,-17.144932,59
390,191,RH_TempPar_1,R,50.816895,12.458586,-19.371567,45
391,192,RH_TempPar_2,R,55.077877,-9.468147,-14.800042,71
392,193,RH_TempPar_3,R,48.883713,-25.575022,-7.3004775,42
393,194,RH_TempPar_4,R,62.47244,-23.306034,-1.8137807,57
394,195,RH_TempPar_5,R,49.13761,-37.00806,0.6942637,58
395,196,RH_TempPar_6,R,56.9104,-50.181606,8.105724,39
396,197,RH_TempPar_7,R,49.267075,-42.76777,9.972658,36
397,198,RH_TempPar_8,R,63.37024,-37.31142,9.095467,38
398,199,RH_TempPar_9,R,47.87,-49.6108,16.503885,39
399,200,RH_TempPar_10,R,59.183468,-44.380928,18.17078,34